"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VRNS","Varonis Systems, Inc.","19.04","$496.52M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vrns",
"VDSI","VASCO Data Security International, Inc.","17.79","$713.95M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/vdsi",
"VBLT","Vascular Biogenics Ltd.","3.6","$80.89M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vblt",
"VASC","Vascular Solutions, Inc.","36.02","$625.71M","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vasc",
"VBIV","VBI Vaccines Inc.","2.25","$57.37M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vbiv",
"WOOF","VCA Inc. ","63.15","$5.1B","2001","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/woof",
"VECO","Veeco Instruments Inc.","17.19","$687.12M","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/veco",
"APPY","Venaxis, Inc.","2.8899","$1.4M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"VRA","Vera Bradley, Inc.","17.09","$642.67M","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","5.29","$147.35M","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","1.46","$54.01M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","2.76","$65.83M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vcel",
"VRNT","Verint Systems Inc.","33.48","$2.08B","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","84.93","$9.21B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","77.49","$13.02B","2009","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","16","$171.59M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/vbtx",
"VRML","Vermillion, Inc.","1.26","$65.66M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml",
"VSAR","Versartis, Inc.","7.41","$218.02M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vsar",
"VTNR","Vertex Energy, Inc","1.61","$47.92M","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","80.63","$19.87B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx",
"VRTB","Vestin Realty Mortgage II, Inc.","1.7","$4.23M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrtb",
"VIA","Viacom Inc.","44.23","$17.52B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/via",
"VIAB","Viacom Inc.","41.17","$14.3B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/viab",
"VSAT","ViaSat, Inc.","75.28","$3.68B","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","6.33","$1.47B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/viav",
"VICL","Vical Incorporated","0.3732","$34.3M","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"VICR","Vicor Corporation","9.25","$358.86M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vicr",
"CIZ","Victory CEMP Developed Enhanced Volatility Wtd Index ETF","30.239","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ciz",
"CEZ","Victory CEMP Emerging Market Volatility Wtd Index ETF","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cez",
"CID","Victory CEMP International High Div Volatility Wtd Index ETF","32.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cid",
"CIL","Victory CEMP International Volatility Wtd Index ETF","33.233","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cil",
"CFO","Victory CEMP US 500 Enhanced Volatility Wtd Index ETF","36.61","$25.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfo",
"CFA","Victory CEMP US 500 Volatility Wtd Index ETF","36.57","$7.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfa",
"CSF","Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF","32.7468","$18.01M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csf",
"CDC","Victory CEMP US EQ Income Enhanced Volatility Wtd Index ETF","37.4805","$24.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdc",
"CDL","Victory CEMP US Large Cap High Div Volatility Wtd Index ETF","36.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdl",
"CSB","Victory CEMP US Small Cap High Div Volatility Wtd Index ETF","34.6052","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csb",
"CSA","Victory CEMP US Small Cap Volatility Wtd Index ETF","33.547","$1.72B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csa",
"VBND","Vident Core U.S. Bond Strategy Fund","50.6299","$435.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbnd",
"VUSE","Vident Core US Equity ETF","24.74","$376.05M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vuse",
"VIDI","Vident International Equity Fund","20.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vidi",
"VDTH","Videocon d2h Limited","7.68","$754.56M","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/vdth",
"VRAY","ViewRay, Inc.","4.6","$175.8M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","1.31","$12.69M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","0.32","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktxw",
"VBFC","Village Bank and Trust Financial Corp.","21.72","$30.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vbfc",
"VLGEA","Village Super Market, Inc.","25.21","$356.42M","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/vlgea",
"VIP","VimpelCom Ltd.","3.53","$6.2B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vip",
"VNOM","Viper Energy Partners LP","18.13","$1.45B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnom",
"VIRC","Virco Manufacturing Corporation","3.47","$52.04M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/virc",
"VA","Virgin America Inc.","55.74","$2.47B","2014","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/va",
"VIRT","Virtu Financial, Inc.","19.36","$2.69B","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/virt",
"VSCP","VirtualScopics, Inc.","4.04","$12.17M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vscp",
"VRTS","Virtus Investment Partners, Inc.","70.93","$596.4M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/vrts",
"VRTU","Virtusa Corporation","35.52","$1.06B","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/vrtu",
"VISN","VisionChina Media, Inc.","8.95","$45.7M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/visn",
"VTAE","Vitae Pharmaceuticals, Inc.","6.39","$141.09M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtae",
"VTL","Vital Therapies, Inc.","8.2","$249.89M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtl",
"VVUS","VIVUS, Inc.","1.37","$142.6M","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vvus",
"VOD","Vodafone Group Plc","32.13","$85.31B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vod",
"VLTC","Voltari Corporation","3.49","$31.39M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vltc",
"VOXX","VOXX International Corporation","4.37","$105.58M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/voxx",
"VYGR","Voyager Therapeutics, Inc.","12.03","$321.79M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vygr",
"VRNG","Vringo, Inc.","2","$29.91M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vrng",
"VSEC","VSE Corporation","66.73","$360.3M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsec",
"VTVT","vTv Therapeutics Inc.","5.72","$187.69M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtvt",
"VUZI","Vuzix Corporation","4.71","$75.82M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vuzi",
"VWR","VWR Corporation","26.46","$3.48B","2014","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/vwr",
"WGBS","WaferGen Bio-systems, Inc.","0.65","$12.19M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wgbs",
"WBA","Walgreens Boots Alliance, Inc.","81.49","$88.03B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba",
"WRES","Warren Resources, Inc.","0.1309","$11.16M","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wres",
"WAFD","Washington Federal, Inc.","24.09","$2.21B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wafd",
"WAFDW","Washington Federal, Inc.","7.67","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wafdw",
"WASH","Washington Trust Bancorp, Inc.","36.09","$614.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wash",
"WFBI","WashingtonFirst Bankshares Inc","22","$268.89M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfbi",
"WSBF","Waterstone Financial, Inc.","14.21","$414.04M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wsbf",
"WVE","WAVE Life Sciences Ltd.","14.63","$315.3M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wve",
"WNFM","Wayne Farms, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wnfm",
"WAYN","Wayne Savings Bancshares Inc.","13.25","$36.86M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wayn",
"WSTG","Wayside Technology Group, Inc.","16.69","$80.68M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/wstg",
"WDFC","WD-40 Company","105.11","$1.51B","1973","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wdfc",
"FLAG","WeatherStorm Forensic Accounting Long Short ETF","31.8","$12.72M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/flag",
"WEB","Web.com Group, Inc.","19.69","$989.08M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/web",
"WBMD","WebMD Health Corp","62.07","$2.4B","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wbmd",
"WB","Weibo Corporation","23.3","$4.94B","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wb",
"WEBK","Wellesley Bancorp, Inc.","20.24","$49.76M","2012","Finance","Banks","http://www.nasdaq.com/symbol/webk",
"WEN","Wendy&#39;s Company (The)","11.22","$3.03B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wen",
"WERN","Werner Enterprises, Inc.","24.87","$1.79B","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern",
"WSBC","WesBanco, Inc.","31.9","$1.22B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsbc",
"WTBA","West Bancorporation","18.29","$295.06M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtba",
"WSTC","West Corporation","21.85","$1.82B","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wstc",
"WMAR","West Marine, Inc.","9.57","$236.7M","1993","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/wmar",
"WABC","Westamerica Bancorporation","46.55","$1.19B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wabc",
"WBB","Westbury Bancorp, Inc.","19.9543","$84.39M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/wbb",
"WSTL","Westell Technologies, Inc.","1.1768","$71.82M","1995","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/wstl",
"WDC","Western Digital Corporation","39.6","$9.22B","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/wdc",
"WFD","Westfield Financial, Inc.","7.52","$137.37M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wfd",
"WLB","Westmoreland Coal Company","6.61","$121.01M","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlb",
"WPRT","Westport Innovations Inc","2.5","$160.84M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wprt",
"WEYS","Weyco Group, Inc.","26.98","$288.53M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/weys",
"WHLR","Wheeler Real Estate Investment Trust, Inc.","1.48","$98.06M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlr",
"WHLRP","Wheeler Real Estate Investment Trust, Inc.","20.8","$14.98M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrp",
"WHLRW","Wheeler Real Estate Investment Trust, Inc.","0.042","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrw",
"WHF","WhiteHorse Finance, Inc.","9.84","$180.11M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whf",
"WHFBL","WhiteHorse Finance, Inc.","24.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whfbl",
"WFM","Whole Foods Market, Inc.","28.51","$9.25B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wfm",
"WILN","Wi-Lan Inc","2.36","$281.81M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/wiln",
"WHLM","Wilhelmina International, Inc.","7.38","$42.67M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/whlm",
"WVVI","Willamette Valley Vineyards, Inc.","7.14","$35.67M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvi",
"WVVIP","Willamette Valley Vineyards, Inc.","n/a","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvip",
"WLDN","Willdan Group, Inc.","10.81","$88.35M","2006","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/wldn",
"WLFC","Willis Lease Finance Corporation","24.58","$187.42M","1996","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/wlfc",
"WLTW","Willis Towers Watson Public Limited Company","126.56","$17.49B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/wltw",
"WIBC","Wilshire Bancorp, Inc.","10.49","$827.21M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wibc",
"WIN","Windstream Holdings, Inc.","9.31","$852.12M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/win",
"WINT","Windtree Therapeutics, Inc.","2.3","$18.93M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/wint",
"WING","Wingstop Inc.","25.65","$733.19M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wing",
"WINA","Winmark Corporation","93.9","$386M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/wina",
"WINS","Wins Finance Holdings Inc.","11.6","$249.71M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/wins",
"WTFC","Wintrust Financial Corporation","50.3","$2.44B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfc",
"WTFCM","Wintrust Financial Corporation","27.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcm",
"WTFCW","Wintrust Financial Corporation","28.13","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcw",
"AGND","WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund","43.084","$34.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agnd",
"AGZD","WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund","47.85","$66.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd",
"HYND","WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio","19.4","$7.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hynd",
"HYZD","WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu","22.41","$20.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyzd",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","45.35","$15.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxse",
"EMCG","WisdomTree Emerging Markets Consumer Growth Fund","20.609","$16.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcg",
"EMCB","WisdomTree Emerging Markets Corporate Bond Fund","68.18","$102.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcb",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","20.58","$12.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgre",
"DXGE","WisdomTree Germany Hedged Equity Fund","25.34","$345.89M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxge",
"WETF","WisdomTree Investments, Inc.","10.25","$1.4B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wetf",
"DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","29.54","$165.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxjs",
